       	gene_id 	go_terms
  8471 	g31829  	GO:0003700(PANTHER)|GO:0005634(PANTHER)
  8472 	g4976   	GO:0003824(InterPro)|GO:0030976(InterPro)
  8474 	g9026   	GO:0005985(InterPro)|GO:0016157(PANTHER)|GO:0016157(InterPro)
  8475 	g30053  	GO:0004356(InterPro)
  8482 	g10571  	GO:0016226(InterPro)|GO:0051536(InterPro)
  8484 	g5772   	GO:0003924(InterPro)|GO:0005525(InterPro)
  8488 	g2023   	GO:0003723(InterPro)
  8495 	g19829  	GO:0008270(InterPro)
  8498 	g2483   	GO:0045735(InterPro)
  8501 	g8438   	GO:0005789(PANTHER)|GO:0018812(PANTHER)|GO:0030148(PANTHER)|GO:0030497(PANTHER)|GO:0042761(PANTHER)
  8502 	g34080  	GO:0005515(InterPro)
  8504 	g36212  	GO:0016491(InterPro)
  8505 	g30413  	GO:0016020(InterPro)|GO:0022857(InterPro)
  8508 	g9070   	GO:0006508(InterPro)|GO:0008236(InterPro)
  8511 	g2113   	GO:0000287(InterPro)|GO:0002189(PANTHER)|GO:0005737(PANTHER)|GO:0006015(PANTHER)|GO:0006164(PANTHER)|GO:0009165(InterPro)
  8512 	g16687  	GO:0016538(InterPro)
  8521 	g36152  	GO:0005886(InterPro)|GO:0005886(PANTHER)
  8522 	g8198   	GO:0005886(PANTHER)
  8523 	g17325  	GO:0005515(InterPro)
  8527 	g9001   	GO:0002939(PANTHER)|GO:0005737(PANTHER)|GO:0008175(PANTHER)|GO:0009019(PANTHER)|GO:0030488(PANTHER)
  8528 	g6955   	GO:0008194(InterPro)
  8531 	g7898   	GO:0003724(InterPro)
  8533 	g26737  	GO:0030570(InterPro)
  8535 	g3668   	GO:0004674(InterPro)
  8541 	g22640  	GO:0005515(InterPro)
  8545 	g28290  	GO:0005452(InterPro)|GO:0005886(PANTHER)|GO:0006820(InterPro)|GO:0016020(InterPro)|GO:0022857(PANTHER)|GO:0050801(PANTHER)|GO:0055085(PANTHER)
  8549 	g2756   	GO:0061631(PANTHER)
  8550 	g36186  	GO:0003700(InterPro)|GO:0006355(InterPro)
  8558 	g8429   	GO:0008168(InterPro)
  8560 	g14299  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0019843(InterPro)
  8569 	g14021  	GO:0004568(PANTHER)|GO:0005576(PANTHER)
  8573 	g11397  	GO:0005509(InterPro)
  8586 	g2308   	GO:0005515(InterPro)
  8590 	g8408   	GO:0046872(InterPro)
  8593 	g10495  	GO:0016020(InterPro)|GO:0055085(InterPro)
  8597 	g5077   	GO:0005524(InterPro)|GO:0006457(InterPro)|GO:0016887(InterPro)|GO:0051082(InterPro)
  8608 	g8339   	GO:0005515(InterPro)
  8609 	g8435   	GO:0006506(InterPro)|GO:0051377(InterPro)
  8611 	g12357  	GO:0003677(InterPro)
  8613 	g3568   	GO:0005777(InterPro)|GO:0010468(InterPro)
  8615 	g17965  	GO:0016491(InterPro)
  8625 	g15119  	GO:0003677(InterPro)|GO:0006272(PANTHER)|GO:0006275(InterPro)|GO:0006298(PANTHER)|GO:0019985(PANTHER)|GO:0030337(PANTHER)|GO:0030337(InterPro)|GO:0043626(PANTHER)
  8626 	g32298  	GO:0006508(InterPro)|GO:0008236(InterPro)
  8633 	g5935   	GO:0005515(InterPro)
  8635 	g13665  	GO:0005737(PANTHER)|GO:0010960(InterPro)|GO:0030026(PANTHER)
  8636 	g30350  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  8641 	g1696   	GO:0004364(InterPro)|GO:0006749(InterPro)
  8643 	g10074  	GO:0016491(InterPro)
  8649 	g2439   	GO:0005975(InterPro)|GO:0016853(InterPro)
  8654 	g21429  	GO:0003677(InterPro)|GO:0006355(InterPro)
  8659 	g23523  	GO:0004364(PANTHER)|GO:0005737(PANTHER)|GO:0006749(PANTHER)
  8661 	g36229  	GO:0004045(InterPro)|GO:0004045(PANTHER)
  8669 	g11133  	GO:0016788(InterPro)
  8670 	g23443  	GO:0005515(InterPro)
  8676 	g27722  	GO:0016787(InterPro)
  8680 	g25613  	GO:0004843(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0016579(PANTHER)|GO:0030968(PANTHER)|GO:0036503(PANTHER)
  8681 	g26064  	GO:0015267(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
  8684 	g19556  	GO:0003676(InterPro)|GO:0005524(InterPro)
  8686 	g29788  	GO:0008270(InterPro)
  8690 	g25319  	GO:0004333(InterPro)|GO:0006106(InterPro)
  8695 	g2535   	GO:0005794(PANTHER)|GO:0005794(InterPro)|GO:0016192(InterPro)|GO:0031267(InterPro)
  8697 	g9908   	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0016192(PANTHER)
  8698 	g21835  	GO:0004650(InterPro)|GO:0005975(InterPro)
  8700 	g6972   	GO:0006511(InterPro)
  8702 	g15325  	GO:0015074(InterPro)
  8704 	g21751  	GO:0016020(InterPro)
  8713 	g2569   	GO:0005515(InterPro)
  8719 	g20251  	GO:0004553(InterPro)|GO:0005975(InterPro)
  8722 	g8677   	GO:0004650(InterPro)|GO:0005975(InterPro)
  8724 	g21569  	GO:0005515(InterPro)
  8737 	g28393  	GO:0003713(InterPro)|GO:0031490(InterPro)|GO:0031490(PANTHER)
  8738 	g13512  	GO:0004722(InterPro)|GO:0006470(PANTHER)|GO:0006470(InterPro)
  8739 	g14629  	GO:0005515(InterPro)
  8747 	g30595  	GO:0015074(InterPro)
  8750 	g14606  	GO:0003723(InterPro)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  8755 	g17315  	GO:0003677(InterPro)
  8759 	g7498   	GO:0005515(InterPro)
  8763 	g9600   	GO:0005515(InterPro)
  8767 	g36778  	GO:0005249(InterPro)|GO:0006813(InterPro)
  8779 	g36420  	GO:0005739(InterPro)
  8781 	g6468   	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  8798 	g26060  	GO:0003735(InterPro)|GO:0006412(InterPro)
  8802 	g26537  	GO:0005509(InterPro)
  8812 	g27445  	GO:0003824(InterPro)
  8819 	g14962  	GO:0000149(PANTHER)|GO:0005545(PANTHER)|GO:0005546(PANTHER)|GO:0005905(PANTHER)|GO:0006900(PANTHER)|GO:0030136(PANTHER)|GO:0032050(PANTHER)|GO:0048268(InterPro)|GO:0072583(InterPro)|GO:0072583(PANTHER)
  8821 	g12781  	GO:0003676(InterPro)
  8822 	g14359  	GO:0003723(InterPro)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
  8826 	g6754   	GO:0015079(InterPro)|GO:0016020(InterPro)|GO:0071805(InterPro)
  8828 	g10205  	GO:0004180(PANTHER)
  8829 	g5102   	GO:0003676(InterPro)|GO:0008270(InterPro)
  8832 	g24174  	GO:0005783(InterPro)|GO:0015035(InterPro)|GO:0016972(InterPro)|GO:0034975(InterPro)|GO:0071949(InterPro)
  8835 	g27448  	GO:0005515(InterPro)
  8837 	g37     	GO:0005515(InterPro)
  8840 	g13071  	GO:0006952(InterPro)
  8842 	g24587  	GO:0005515(InterPro)
  8847 	g31909  	GO:0005515(InterPro)
  8851 	g17868  	GO:0005515(InterPro)
  8858 	g32808  	GO:0033178(InterPro)|GO:0046961(InterPro)|GO:1902600(InterPro)
  8861 	g13791  	GO:0016787(InterPro)
  8862 	g16673  	GO:0004301(PANTHER)
  8863 	g28976  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  8867 	g2559   	GO:0000076(InterPro)|GO:0000076(PANTHER)|GO:0003677(PANTHER)|GO:0031298(PANTHER)|GO:0043111(PANTHER)|GO:0048478(PANTHER)
  8873 	g7075   	GO:0005524(InterPro)
  8880 	g10493  	GO:0016020(InterPro)
  8883 	g30195  	GO:0052861(InterPro)
  8885 	g8026   	GO:0016887(InterPro)
  8889 	g8696   	GO:0006820(InterPro)|GO:0016020(InterPro)
  8891 	g2408   	GO:0004553(InterPro)|GO:0005975(InterPro)
  8904 	g30438  	GO:0005634(InterPro)
  8910 	g29085  	GO:0016592(PANTHER)|GO:0016592(InterPro)
  8911 	g10643  	GO:0008270(InterPro)|GO:0016491(InterPro)
  8915 	g34580  	GO:0003676(InterPro)|GO:0008270(InterPro)
  8916 	g34424  	GO:0005507(PANTHER)|GO:0010038(InterPro)
  8918 	g12514  	GO:0080043(PANTHER)|GO:0080044(PANTHER)
  8919 	g28352  	GO:0016717(InterPro)
  8927 	g22737  	GO:0015074(InterPro)
  8929 	g26780  	GO:0030246(InterPro)
  8935 	g24274  	GO:0004672(InterPro)|GO:0006468(InterPro)
  8936 	g25278  	GO:0000278(InterPro)|GO:0005634(InterPro)|GO:0030261(InterPro)
  8939 	g15811  	GO:0000154(InterPro)|GO:0000179(InterPro)
  8943 	g10295  	GO:0005634(InterPro)
  8950 	g36546  	GO:0050577(PANTHER)
  8953 	g1362   	GO:0004672(InterPro)|GO:0006468(InterPro)
  8959 	g23982  	GO:0005515(InterPro)
  8960 	g1559   	GO:0016791(InterPro)
  8961 	g2715   	GO:0030246(InterPro)
  8969 	g10306  	GO:0006487(PANTHER)|GO:0036071(PANTHER)|GO:0046921(PANTHER)
  8970 	g24755  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  8979 	g26583  	GO:0004474(InterPro)|GO:0006097(InterPro)
  8986 	g849    	GO:0004418(InterPro)|GO:0033014(InterPro)
  8999 	g14766  	GO:0009507(PANTHER)|GO:0016297(PANTHER)
  9000 	g6172   	GO:0005768(PANTHER)|GO:0005802(PANTHER)
  9001 	g15209  	GO:0016787(InterPro)
  9003 	g21260  	GO:0005737(PANTHER)|GO:0015035(PANTHER)
  9004 	g22998  	GO:0008194(InterPro)
  9007 	g35888  	GO:0016020(PANTHER)|GO:0020037(PANTHER)|GO:0043231(PANTHER)
  9009 	g8775   	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
  9016 	g33228  	GO:0003978(InterPro)|GO:0006012(InterPro)
  9019 	g36432  	GO:0004843(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0016579(PANTHER)
  9023 	g16605  	GO:0046872(InterPro)
  9024 	g1562   	GO:0046982(InterPro)
  9027 	g11513  	GO:0004497(PANTHER)|GO:0016125(PANTHER)|GO:0016491(PANTHER)
  9034 	g3267   	GO:0016628(InterPro)|GO:0032440(PANTHER)
  9035 	g26735  	GO:0005634(PANTHER)|GO:0005634(InterPro)|GO:0032204(PANTHER)
  9036 	g5059   	GO:0004476(InterPro)|GO:0008270(InterPro)
  9047 	g20890  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  9062 	g27798  	GO:0005515(InterPro)
  9065 	g7425   	GO:0005524(InterPro)|GO:0140662(InterPro)
  9069 	g11403  	GO:0015031(InterPro)
  9072 	g6189   	GO:0006535(InterPro)
  9075 	g15896  	GO:0003723(InterPro)|GO:0009451(InterPro)
  9080 	g14408  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  9091 	g28234  	GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0010052(InterPro)|GO:0010374(PANTHER)|GO:0045893(PANTHER)
  9097 	g9159   	GO:0004144(InterPro)|GO:0019432(InterPro)
  9100 	g26962  	GO:0001401(InterPro)|GO:0007005(InterPro)
  9102 	g34127  	GO:0005515(InterPro)
  9110 	g31764  	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0045893(PANTHER)|GO:0045893(InterPro)
  9111 	g15306  	GO:0006520(PANTHER)|GO:0008615(PANTHER)|GO:0016843(PANTHER)|GO:0042819(InterPro)|GO:0042823(PANTHER)|GO:0042823(InterPro)
  9113 	g34705  	GO:0003676(InterPro)
  9117 	g20717  	GO:0009505(PANTHER)|GO:0016787(InterPro)|GO:0052793(PANTHER)|GO:0071555(PANTHER)
  9119 	g23032  	GO:0005515(InterPro)
  9123 	g7732   	GO:0000049(PANTHER)|GO:0002098(InterPro)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0006400(PANTHER)|GO:0033588(PANTHER)|GO:0033588(InterPro)
  9124 	g9240   	GO:0003729(PANTHER)
  9126 	g18701  	GO:0003676(InterPro)
  9128 	g30275  	GO:0010181(InterPro)|GO:0016491(InterPro)|GO:0016491(PANTHER)
  9130 	g5257   	GO:0004674(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  9138 	g20083  	GO:0004176(InterPro)|GO:0004252(InterPro)|GO:0006508(InterPro)
  9148 	g1754   	GO:0045927(InterPro)
  9150 	g23857  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  9162 	g10788  	GO:0009941(PANTHER)
  9163 	g21672  	GO:0016746(InterPro)
  9167 	g29960  	GO:0048544(InterPro)
  9168 	g36573  	GO:0005515(InterPro)
  9191 	g19734  	GO:0030599(PANTHER)|GO:0045490(PANTHER)|GO:0052689(PANTHER)
  9194 	g27065  	GO:0004045(InterPro)|GO:0004045(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)
  9198 	g31922  	GO:0005515(InterPro)
  9200 	g29905  	GO:0015631(InterPro)
  9202 	g9155   	GO:0003691(InterPro)
  9206 	g2045   	GO:0005509(InterPro)|GO:0005544(InterPro)
  9218 	g10803  	GO:0005975(InterPro)
  9228 	g3961   	GO:0004553(InterPro)
  9235 	g5376   	GO:0016491(InterPro)
  9244 	g33477  	GO:0008643(PANTHER)|GO:0016020(PANTHER)|GO:0051119(InterPro)|GO:0051119(PANTHER)
  9247 	g35691  	GO:0000709(PANTHER)|GO:0000794(PANTHER)|GO:0003690(PANTHER)|GO:0007129(PANTHER)|GO:0010774(PANTHER)|GO:0120230(PANTHER)|GO:0120231(PANTHER)
  9248 	g9335   	GO:0000226(InterPro)|GO:0000278(PANTHER)|GO:0000922(InterPro)|GO:0000930(PANTHER)|GO:0005815(InterPro)|GO:0007020(InterPro)|GO:0007020(PANTHER)|GO:0031122(PANTHER)|GO:0043015(PANTHER)|GO:0043015(InterPro)|GO:0051011(PANTHER)|GO:0051225(PANTHER)|GO:0051321(PANTHER)
  9250 	g23576  	GO:0009875(InterPro)
  9251 	g21833  	GO:0004650(InterPro)|GO:0005975(InterPro)
  9253 	g33109  	GO:0004357(InterPro)|GO:0042398(InterPro)
  9258 	g8758   	GO:0008168(InterPro)
  9261 	g25440  	GO:0006355(InterPro)|GO:0006355(PANTHER)
  9262 	g12709  	GO:0005515(InterPro)
  9264 	g17650  	GO:0000978(PANTHER)|GO:0000978(InterPro)|GO:0000981(PANTHER)|GO:0006357(InterPro)|GO:0006357(PANTHER)|GO:0090575(PANTHER)
  9269 	g8971   	GO:0003723(InterPro)
  9274 	g8091   	GO:0004449(PANTHER)|GO:0005739(PANTHER)|GO:0006099(PANTHER)|GO:0006102(PANTHER)
  9276 	g33837  	GO:0005737(PANTHER)|GO:0016567(PANTHER)|GO:0061630(PANTHER)
  9278 	g34177  	GO:0006114(PANTHER)|GO:0016791(PANTHER)|GO:0043136(PANTHER)
  9280 	g11760  	GO:0003824(InterPro)
  9284 	g14367  	GO:0016020(PANTHER)|GO:0016709(PANTHER)
  9300 	g16375  	GO:0005886(PANTHER)
  9301 	g19092  	GO:0005515(InterPro)
  9306 	g17795  	GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0010468(InterPro)|GO:0010468(PANTHER)|GO:0048856(PANTHER)
  9307 	g17249  	GO:0030246(InterPro)
  9308 	g36504  	GO:0005737(PANTHER)|GO:0005880(PANTHER)|GO:0008017(PANTHER)|GO:0051225(PANTHER)
  9309 	g17843  	GO:0000398(InterPro)|GO:0005688(InterPro)|GO:0046540(InterPro)
  9312 	g24809  	GO:0003993(InterPro)|GO:0046872(InterPro)
  9315 	g27665  	GO:0005737(PANTHER)|GO:0055105(PANTHER)
  9316 	g9473   	GO:0005515(InterPro)
  9320 	g8841   	GO:0005096(PANTHER)|GO:0090630(PANTHER)
  9321 	g19682  	GO:0005515(InterPro)
  9327 	g24740  	GO:0008839(InterPro)|GO:0009089(InterPro)
  9331 	g719    	GO:0043565(InterPro)
  9336 	g7223   	GO:0006511(InterPro)|GO:0031593(PANTHER)|GO:0034098(PANTHER)|GO:0036503(PANTHER)
  9337 	g20350  	GO:0043531(InterPro)
  9338 	g16757  	GO:0005179(PANTHER)|GO:0005576(PANTHER)|GO:0048364(InterPro)|GO:1901371(PANTHER)|GO:1902025(PANTHER)|GO:2000280(PANTHER)
  9339 	g34380  	GO:0003924(InterPro)|GO:0005525(InterPro)
  9345 	g22293  	GO:0000151(PANTHER)|GO:0031624(PANTHER)|GO:0032182(PANTHER)|GO:0045116(PANTHER)|GO:0097602(PANTHER)
  9347 	g36754  	GO:0003677(InterPro)
  9349 	g2662   	GO:0005886(PANTHER)
  9350 	g34272  	GO:0005815(PANTHER)|GO:1990810(PANTHER)|GO:1990811(PANTHER)
  9357 	g238    	GO:0004362(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0006749(PANTHER)|GO:0034599(PANTHER)|GO:0045454(PANTHER)|GO:0045454(InterPro)|GO:0050660(PANTHER)|GO:0050660(InterPro)
  9361 	g14918  	GO:0003700(InterPro)
  9362 	g26762  	GO:0005215(InterPro)|GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0016887(InterPro)
  9372 	g11     	GO:0005515(InterPro)
  9375 	g13443  	GO:0003824(InterPro)
  9381 	g17906  	GO:0035251(PANTHER)
  9384 	g28020  	GO:0019867(InterPro)
  9385 	g26770  	GO:0016020(PANTHER)
  9387 	g33761  	GO:0003723(PANTHER)|GO:0003723(InterPro)|GO:0009451(InterPro)|GO:0009451(PANTHER)|GO:0043231(PANTHER)
  9393 	g14245  	GO:0020037(InterPro)
  9395 	g17443  	GO:0046983(InterPro)
  9396 	g4017   	GO:0006952(InterPro)|GO:0016020(InterPro)
  9398 	g15504  	GO:0004842(InterPro)|GO:0016567(InterPro)
  9401 	g33938  	GO:0003677(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006355(InterPro)|GO:0045893(PANTHER)
  9402 	g3102   	GO:0003676(InterPro)|GO:0008270(InterPro)
  9403 	g18535  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  9407 	g19670  	GO:0005515(InterPro)
  9415 	g7666   	GO:0005975(InterPro)
  9418 	g26224  	GO:0005337(InterPro)|GO:0016020(InterPro)|GO:1901642(InterPro)
  9424 	g26530  	GO:0005515(InterPro)
  9439 	g18421  	GO:0030247(InterPro)
  9440 	g17259  	GO:0005524(InterPro)|GO:0016887(InterPro)
  9446 	g29693  	GO:0008970(InterPro)
  9448 	g25645  	GO:0003676(InterPro)
  9452 	g19608  	GO:0000722(PANTHER)|GO:0000794(PANTHER)|GO:0003691(PANTHER)|GO:0006302(PANTHER)|GO:0007004(PANTHER)|GO:0030870(PANTHER)|GO:0032508(PANTHER)|GO:0043047(PANTHER)|GO:0051880(PANTHER)|GO:0070192(PANTHER)
  9453 	g32686  	GO:0016616(PANTHER)
  9454 	g23629  	GO:0003676(InterPro)|GO:0008270(InterPro)
  9456 	g5796   	GO:0003723(InterPro)|GO:0009451(InterPro)
  9459 	g12449  	GO:0005215(PANTHER)|GO:0016020(PANTHER)
  9460 	g35746  	GO:0004190(InterPro)|GO:0006508(InterPro)
  9464 	g25258  	GO:0005515(InterPro)
  9469 	g25522  	GO:0046872(InterPro)
  9475 	g28774  	GO:0004185(InterPro)
  9481 	g26974  	GO:0008270(InterPro)
  9483 	g30319  	GO:0005515(InterPro)
  9487 	g19135  	GO:0005515(InterPro)
  9493 	g27601  	GO:0003676(InterPro)
  9502 	g15379  	GO:0012505(PANTHER)
  9503 	g18980  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  9507 	g28075  	GO:0005096(PANTHER)|GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0006887(PANTHER)|GO:0006893(PANTHER)|GO:0019905(PANTHER)|GO:0045159(PANTHER)
  9509 	g22010  	GO:0009507(PANTHER)
  9510 	g26870  	GO:0005515(InterPro)
  9511 	g32378  	GO:0003723(InterPro)|GO:0003723(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)
  9512 	g7965   	GO:0004518(InterPro)
  9518 	g13580  	GO:0005789(InterPro)
  9520 	g36424  	GO:0005524(InterPro)
  9528 	g3930   	GO:0043531(InterPro)
  9529 	g17036  	GO:0015074(InterPro)
  9532 	g4146   	GO:0045492(InterPro)
  9535 	g27271  	GO:0003991(InterPro)|GO:0006526(InterPro)
  9542 	g19454  	GO:0005515(InterPro)
  9545 	g31698  	GO:0005819(InterPro)|GO:0005874(InterPro)|GO:0005880(PANTHER)|GO:0008017(PANTHER)|GO:0030295(PANTHER)|GO:0032147(InterPro)|GO:0060236(InterPro)|GO:0090307(PANTHER)
  9546 	g8066   	GO:0005524(InterPro)
  9550 	g28597  	GO:0016616(PANTHER)
  9551 	g2368   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  9557 	g3316   	GO:0004601(InterPro)|GO:0042744(InterPro)
  9584 	g34047  	GO:0000724(PANTHER)|GO:0004842(PANTHER)|GO:0005634(PANTHER)|GO:0006281(InterPro)|GO:0030915(PANTHER)|GO:0030915(InterPro)
  9586 	g28394  	GO:0003712(InterPro)|GO:0006355(InterPro)
  9589 	g14477  	GO:0003723(InterPro)
  9593 	g31211  	GO:0080043(PANTHER)|GO:0080044(PANTHER)
  9596 	g11918  	GO:0015095(PANTHER)|GO:0015693(PANTHER)
  9597 	g19515  	GO:0003723(InterPro)
  9601 	g1347   	GO:0009736(InterPro)
  9615 	g23094  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
  9628 	g3432   	GO:0030247(InterPro)
  9629 	g29183  	GO:0005515(InterPro)
  9631 	g33675  	GO:0005515(InterPro)
  9646 	g19689  	GO:0016616(PANTHER)
  9647 	g20547  	GO:0005634(PANTHER)|GO:0006355(InterPro)
  9648 	g36820  	GO:0050220(InterPro)
  9650 	g30283  	GO:0004672(InterPro)|GO:0006468(InterPro)
  9654 	g11065  	GO:0016592(InterPro)|GO:2000762(InterPro)
  9655 	g23883  	GO:0016020(PANTHER)
  9656 	g7651   	GO:0005975(InterPro)
  9659 	g959    	GO:0003676(InterPro)|GO:0008270(InterPro)
  9660 	g17388  	GO:0046982(InterPro)
  9670 	g21241  	GO:0003676(InterPro)|GO:0006351(InterPro)|GO:0008270(InterPro)
  9679 	g429    	GO:0007165(InterPro)
  9682 	g32684  	GO:0005515(InterPro)
  9693 	g17041  	GO:0005515(InterPro)
  9715 	g16495  	GO:0140662(InterPro)
  9727 	g18202  	GO:0007165(InterPro)
  9730 	g28491  	GO:0005515(InterPro)
  9731 	g6249   	GO:0003714(InterPro)|GO:0006351(InterPro)
  9733 	g29489  	GO:0016779(PANTHER)|GO:0031123(PANTHER)|GO:0050265(PANTHER)|GO:0071076(PANTHER)
  9734 	g17552  	GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0010468(InterPro)|GO:0010468(PANTHER)|GO:0048856(PANTHER)
  9735 	g29450  	GO:0031047(InterPro)
  9739 	g16364  	GO:0016020(PANTHER)
  9740 	g35997  	GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0016020(PANTHER)|GO:0071577(PANTHER)
  9743 	g36543  	GO:0005829(PANTHER)
  9744 	g22590  	GO:0016491(InterPro)
  9748 	g24966  	GO:0003676(InterPro)
  9749 	g30038  	GO:0035251(PANTHER)
  9752 	g371    	GO:0004650(InterPro)|GO:0005975(InterPro)
  9754 	g30310  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
  9758 	g34598  	GO:0004722(InterPro)|GO:0006470(InterPro)
  9759 	g31384  	GO:0098542(InterPro)
  9760 	g29495  	GO:0003723(InterPro)
  9766 	g25249  	GO:0012505(PANTHER)|GO:0016787(PANTHER)
  9767 	g19845  	GO:0005515(InterPro)
  9768 	g27916  	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
  9774 	g9268   	GO:0006813(PANTHER)|GO:0015079(InterPro)|GO:0015079(PANTHER)|GO:0016020(PANTHER)|GO:0016020(InterPro)|GO:0071805(InterPro)
  9776 	g5295   	GO:0007166(InterPro)
  9780 	g10802  	GO:0004672(InterPro)|GO:0006468(InterPro)
  9786 	g16238  	GO:0006144(InterPro)|GO:0033971(InterPro)
  9789 	g16554  	GO:0016020(InterPro)|GO:0016757(InterPro)
  9791 	g1784   	GO:0005515(InterPro)
  9794 	g29602  	GO:0006629(InterPro)
  9796 	g14858  	GO:0005634(PANTHER)
  9797 	g23842  	GO:0004605(InterPro)|GO:0032049(InterPro)
  9800 	g13539  	GO:0003690(InterPro)|GO:0006355(InterPro)
  9816 	g28472  	GO:0009507(InterPro)|GO:0009773(InterPro)|GO:0010598(InterPro)
  9817 	g7761   	GO:0004672(InterPro)|GO:0006468(InterPro)
  9822 	g1166   	GO:0043531(InterPro)
  9824 	g24835  	GO:0005515(InterPro)
  9831 	g23904  	GO:0005515(InterPro)
  9834 	g19120  	GO:0005515(InterPro)
  9835 	g29165  	GO:0004672(InterPro)|GO:0006468(InterPro)
  9840 	g31147  	GO:0005515(InterPro)
  9842 	g9605   	GO:0003723(PANTHER)|GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022625(PANTHER)
  9843 	g1454   	GO:0008270(InterPro)
  9849 	g2291   	GO:0006527(InterPro)|GO:0008295(InterPro)|GO:0008792(InterPro)
  9866 	g28940  	GO:0016298(PANTHER)
  9868 	g30931  	GO:0003723(InterPro)|GO:0003723(PANTHER)|GO:0005847(PANTHER)|GO:0005847(InterPro)|GO:0006378(PANTHER)|GO:0006398(InterPro)|GO:0098789(PANTHER)
  9869 	g15556  	GO:0006355(InterPro)|GO:0008270(InterPro)
  9875 	g34473  	GO:0046983(InterPro)
  9881 	g961    	GO:0006355(InterPro)|GO:0043565(InterPro)
  9885 	g25135  	GO:0015074(InterPro)
  9887 	g3740   	GO:0009058(InterPro)|GO:0030170(InterPro)
  9889 	g36114  	GO:0003677(InterPro)|GO:0006355(InterPro)
  9893 	g19903  	-
  9895 	g1509   	GO:0003677(InterPro)|GO:0046983(InterPro)
  9907 	g16468  	GO:0008270(InterPro)
  9908 	g356    	GO:0007165(InterPro)
  9911 	g33558  	GO:0000139(PANTHER)|GO:0006486(InterPro)|GO:0008378(PANTHER)|GO:0016020(InterPro)|GO:0016757(PANTHER)|GO:0016758(InterPro)
  9913 	g6444   	GO:0016757(InterPro)
  9914 	g7408   	GO:0005515(InterPro)
  9921 	g10928  	GO:0004364(InterPro)|GO:0006749(InterPro)
  9923 	g5581   	GO:0010274(InterPro)
  9925 	g10387  	GO:0003676(InterPro)|GO:0005524(InterPro)
  9926 	g22334  	GO:0003677(InterPro)|GO:0046983(InterPro)
  9938 	g4098   	GO:0009788(InterPro)
  9939 	g2922   	GO:0008061(InterPro)
  9955 	g36903  	GO:0009055(InterPro)
  9958 	g33360  	GO:0009055(InterPro)
  9961 	g31445  	GO:0016887(InterPro)
  9964 	g33404  	GO:0005509(InterPro)
  9983 	g8357   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 10003 	g15058  	GO:0016491(InterPro)
